symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"LM","4RdeCLD1zC2JTAEg6kSM5v9LyigZUKUQKeQBwUQNKVDb","","","","","","","","","","","","","","","","","","","","","","","","","2.352e-7","","","","","","2026-07-10T06:41:20.193Z",""
"CAPTOLY","34tEhc6jdari2AHWjrhHfQERqc31vjPbEuGFwLwYpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001812","","","","","","2026-07-10T06:41:21.237Z",""
"$BULLANA","ASosHrhroSRyAiPqap1sLCp1zjBLFi6tWMbvroUUpump","59","2.450000001","","","","","","","","","","","","","","","","","0.000002811","","","","","","","2026-07-10T06:42:18.200Z","","","","","",""
"c@","FRK1eikTuMYtjbaZcxE3bpbThnkQsd42g2nwSg6opump","65","3.950617282","","","","","","","","","","","","","","","","","0.000002324","","","","","","","2026-07-10T06:42:19.178Z","","","","","",""
"TrumpPepe","DQdmgJQum3syMyP1GDEFy9FmubspZjDPo6B9kSfnpump","","","","","","","","","","","","","","","","","","","","","","","","","3.973e-7","","","","","","2026-07-10T06:43:20.188Z",""
"FEBLE5","E8chZNiSXnzCombSsJZifhhRcA9MCpGtYWc5G2mZpump","","","","","","","","","","","","","","","","","","","","","","","","","3.398e-7","","","","","","2026-07-10T06:43:21.200Z",""
"FEBLE5","4jFJu88sR4CDCun5LqqSns9oPHttsCdBsRMknX94pump","55","10.909090909","","","","","","","0","0","0","960","","","","","","","0.000003108","0.000003108","","","","","","2026-07-10T06:45:22.187Z","2026-07-10T06:51:18.238Z","","","","",""
"RELAX","83JW1NDxwamN5AmfTUyjaNqg558QCQMKBnBFSPFNpump","58","4.4","","","","","","","","","","","","","","","","","0.000009338","","","","","","","2026-07-10T06:45:23.182Z","","","","","",""
"CAT","5j8CPTobrQcphj2RMHZbD7iCD5hLaiactp8M4AD1pump","","","","","","","","","","","","","","","","","","","","","","","","","4.184e-7","","","","","","2026-07-10T06:45:24.456Z",""
"kitten","4z37E6t9nyhQBPMwkERjyP5RWwCx71UFAAHNkcYUpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002802","","","","","","","2026-07-10T06:45:24.650Z","","","","","",""
"CAT","F6Z3PCVk1CaWg6GXrqG8nqZ71ykPBtWFfWDMgCSipump","","","","","","","","","","","","","","","","","","","","","","","","","2.737e-7","","","","","","2026-07-10T06:46:22.180Z",""
"CAT","H2rPEka3sUPqUbJVsQo98AKm9X15JU9BQHQ6tggPpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001706","","","","","","2026-07-10T06:46:23.177Z",""
"COOKED","DEi9m4pfHQ9MKfAuPW29W4k1aCscsEVPx8qjbgqmpump","60","3","","","","","","","","","","","","","","","","","0.000002333","","","","","","","2026-07-10T06:46:24.184Z","","","","","",""
"protocol","B2Kfkt7m2zuy4jEH5HCHdnyJyDKfH8VGE1Chu5rUpump","","","","","","","","","","","","","","","","","","","","","","","","","4.123e-7","","","","","","2026-07-10T06:46:25.215Z",""
"k","FTGdJSR2YkLoDYS9B2mCJypFfedHXrKLFx21Zxf1pump","55","10.909090909","","","","","","","","","","","","","","","","","0.000004001","","","","","","","2026-07-10T06:47:20.169Z","","","","","",""
"CAPTOLY","B3QGiUTtAMc3FBDZCdd1A3cLQ9bM9PjVwD7mcH5bpump","","","","","","","","","","","","","","","","","","","","","","","","","4.378e-7","","","","","","2026-07-10T06:47:21.199Z",""
"ToKeN","8qdhiCFQjLZRHzz8FEwXAPKd2WSrbmULDSz9ghGDpump","99","0.217283949","","","","","","","","","","","","","","","","","0.000004118","","","","","","3.949e-8","2026-07-10T06:48:19.238Z","","","","","2026-07-10T06:52:18.360Z",""
"FUCK","86TSobvH82E8xTg3ASgZ6HALiYPhXEQs6sQ8pmTWpump","74","0.049382714","","","","","","","","","","","","","","","","","0.00000918","","","","","","","2026-07-10T06:49:19.206Z","","","","","",""
"WHALES","FfFzcSjpyXAfM8KBmymEeWcERZ21F9BR9H5hoDg9pump","59","12.839506171","","","","","","","","","","","","","","","","","0.000003466","","","","","","","2026-07-10T06:50:19.199Z","","","","","",""
"COZY","GFLxa1CdApUkr6AVYUVGDcDSfJf368hpTEnwQaA6pump","74","5","","","","","","","","","","","","","","","","","0.000002405","","","","","","","2026-07-10T06:51:19.220Z","","","","","",""
"CWH","2zLdMEfmQtYwxBbdu2VAh92iJQqacHHTc7KGKNiYpump","66","4.938271603","","","","","","","","","","","","","","","","","0.000003029","","","","","","","2026-07-10T06:53:22.194Z","","","","","",""
"Crying","5BYbYiTP5hxKWjqF9aqbgRxzYua6peDGpkbw8WDwpump","","","","","","","","","","","","","","","","","","","","","","","","","4.378e-7","","","","","","2026-07-10T06:53:23.205Z",""
"Crying","J85HXU2Ttf6sBcbVuTRSe7XTrsiTqyJ1Rn1F1mENpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002568","","","","","","","2026-07-10T06:53:24.207Z","","","","","",""
"RELAX","CUssvrjEQeXcdKvDUw8KsnhVP2P6VU4eSzEJAfg5pump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002378","","","","","","2026-07-10T06:53:25.204Z",""
"robsummer","EX4he4dQMBKyUB6L15XEDAYLsgSKmjwDdyhEBFx3pump","56","1.500000001","","","","","","","","","","","","","","","","","0.000002435","","","","","","","2026-07-10T06:54:21.181Z","","","","","",""
"DoubleT","6HgG24CHCYCy4oo1HXSGqYqswvhLqWu94NjHZrsRpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002654","","","","","","","2026-07-10T06:54:22.173Z","","","","","",""
"Crying","Ex5jvAD2vMmHiMb365eThvcs4L6LrcVnCp4KTvtXpump","55","10.909090909","","","","","","","","","","","","","","","","","0.00000343","","","","","","","2026-07-10T06:54:23.180Z","","","","","",""
"CAT","ETifwmKPYrEi9FXSKd3RgvUuYfWwHkumzr8ENdGypump","55","10.909090909","","","","","","","","","","","","","","","","","0.000004198","","","","","","","2026-07-10T06:54:24.265Z","","","","","",""
"CAT","8w4cH1FBQJ1zyUaybL2jgXm6B6JSUpQijAXHg6svpump","","","","","","","","","","","","","","","","","","","","","","","","","4.41e-7","","","","","","2026-07-10T06:55:22.183Z",""
"ASSEMBLY","DjDTkzNQPQrSDYfhv7kiiZpUMyvistLr3zH2A7Dipump","55","10.909090909","","","","","","","0","0","0","960","","","","","","","0.000004558","0.000004558","","","","","","2026-07-10T06:55:23.187Z","2026-07-10T07:01:18.179Z","","","","",""
"GGC","J4MtXmRLTfA5TfzLbxyEDPzTAiqHNCSdPXyzXXcspump","55","10.909090909","","","","","","","0","0","0","960","","","","","","","0.000006967","0.000006967","","","","","","2026-07-10T06:55:24.182Z","2026-07-10T07:01:18.211Z","","","","",""
"ANSEM","58T8mus1tQemiGHxUTDoHKTNVChLuC7ibrDJFBSLpump","92","0.680000001","","","","","","","0","0","-4.6","960","","","","","","","0.000002314","0.00000235","","","","","","2026-07-10T06:55:25.170Z","2026-07-10T07:01:18.196Z","","","","",""
"RELAX","EFcnkeP9zsFvqTSAuLL7keHNi3Ui9t2uXyXKspZrpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002794","","","","","","","2026-07-10T06:56:21.257Z","","","","","",""
"pooɥ","Cq7pZStEbTA2xA8Lop3F3ZYa8MK2CtPLjw5UHvCMpump","58","3","","","","","","","","","","","","","","","","","0.000002572","","","","","","","2026-07-10T06:56:22.186Z","","","","","",""
"TURDS","DznnHfRngCPBeCvFRuFqJi3RC6r8qS9QsBbZEJpwpump","","","","","","","","","","","","","","","","","","","","","","","","","1.854e-7","","","","","","2026-07-10T06:56:23.200Z",""
"PFROG","HsMCiskANaskyRpcgVhixwU4TQV6ECT5gkbfSNcipump","","","","","","","","","","","","","","","","","","","","","","","","","5.945e-7","","","","","","2026-07-10T06:57:19.190Z",""
"GGC","8cSR1W3u7jLvJBNagfuSmZMjxASSH4DhsPAt5oAZpump","55","10.909090909","","","","","","","0","0","0","960","","","","","","","0.000005436","0.000005436","","","","","","2026-07-10T07:04:20.185Z","2026-07-10T07:07:18.305Z","","","","",""
"CAT","BjnTAtYoRYNHKxZRxxf6YXAM2s1g8bADzjh81TDApump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002205","","","","","","2026-07-10T07:04:21.181Z",""
"DoubleT","4AyX7dMsPiT7pCgAWuatZ3zti3arpV4sCrDTpyHupump","55","10.909090909","","","","","","","0","0","0","960","","","","","","","0.000003068","0.000003068","","","","","","2026-07-10T07:06:20.292Z","2026-07-10T07:12:18.255Z","","","","",""
"Human","EpNjELHw4fowYpxFZhWLTUm4fj9cAuQng6kALKaKpump","56","3","","","","","","","","","","","","","","","","","0.000005591","","","","","","0.000002213","2026-07-10T07:06:21.161Z","","","","","2026-07-10T07:11:18.258Z",""
"CAT","AVLFs52GUv3VnS4UtDgSQzCmihPqB4Pm11JSDt4Lpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002095","","","","","","2026-07-10T07:07:21.190Z",""
"ToKeN","5nzeEn5UtMjekn3bQVTenZeasg6BydUVU4QbdK7opump","","","","","","","","","","","","","","","","","","","","","","","","","6.211e-7","","","","","","2026-07-10T07:07:22.188Z",""
"CAT","2kmdbn3vRxi25cqMFT5ngAvcrvzmiTRcUkqaRHDjpump","55","10.909090909","","","","","","","0","0","-0.5","960","","","","","","","0.000002662","0.000002662","","","","","","2026-07-10T07:07:23.177Z","2026-07-10T07:13:18.395Z","","","","",""
"KWH","61gp719BDRpqK8322qfTDkJvVwue5cLW4ThxLJoMpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002587","","","","","","0.000001276","2026-07-10T07:08:19.186Z","","","","","2026-07-10T07:10:18.307Z",""
"CAPTOLY","GGm4Lt2EtkTmsqY781gbvSJMdfpasJCWcwjieMJjpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000003025","","","","","","","2026-07-10T07:09:20.222Z","","","","","",""
"ASSEMBLY","HN1fVMMAHLhtaHTadcX3jE3DA2AE66wF65oQfyuzpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001835","","","","","","2026-07-10T07:09:21.167Z",""
"GGC","Hvj39NibHSRjCc9GXLz2QvJiAtgyeiiGtdtWVRZQpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000003583","","","","","","0.000001533","2026-07-10T07:10:19.178Z","","","","","2026-07-10T07:13:18.411Z",""
"Constantine","7KcPjPotY8yt4DcAP2GEHbo7nAMs3UcFD16bYaUKpump","80","6.872852234","","","","","","","","","","","","","","","","","0.000002336","","","","","","","2026-07-10T07:11:20.312Z","","","","","",""
"bruhfish","DbmhEN6TtyTq4LWBsbtE7dmmNM3skTXrgxhxofoVpump","79","5","","","","","","","","","","","","","","","","","0.000002226","","","","","","","2026-07-10T07:11:21.155Z","","","","","",""
"DOG","55mLaq5Ub8mfxzJsTzGya8FirNtw7fTeu5geCPbLpump","78","5.925925924","","","","","","","","","","","","","","","","","0.000002875","","","","","","","2026-07-10T07:12:20.192Z","","","","","",""
"spellbook","AiehYNm9gKt33v6dtjbpGGid1StdVW32Mjp2vrX7pump","56","1.48148148","","","","","","","","","","","","","","","","","0.000002461","","","","","","","2026-07-10T07:12:21.171Z","","","","","",""
"TUNGBANK","GtBLnhusm7tEWhx1QsG911rEs9gWWAQCuFz9QSBYpump","78","5.728395059","","","","","","","","","","","","","","","","","0.000006384","","","","","","","2026-07-10T07:13:19.230Z","","","","","",""
"Chance","4RAKJ7kLfg3WzXNHAWDMADuDuP1EBWvRxT8CqHRJpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002318","","","","","","2026-07-10T07:14:20.255Z",""
"ASSEMBLY","FkC8rx6CciGhSEZPCAW6NNdd5CCA7yfyfqvhWz3apump","55","10.909090909","","","","","","","","","","","","","","","","","0.00000414","","","","","","","2026-07-10T07:14:21.194Z","","","","","",""
"SEABULL","DyxhCj8SnAwDxFYqNPvvkyHgoSjtNYHEuXsTehXHpump","","","","","","","","","","","","","","","","","","","","","","","","","4.183e-7","","","","","","2026-07-10T07:15:22.167Z",""
"pooɥ","8mkZGcJrLfwDpKUZpwTW4g1JWtEwV76TNncBLT1Cpump","","","","","","","","","","","","","","","","","","","","","","","","","4.062e-7","","","","","","2026-07-10T07:15:23.334Z",""
"CAT","9qtAgZweFtB9EDMYLwCHdWsQKEqN3Sz9VFbtyMUYpump","71","3","","","","","","","79.8","180","-82","960","","","","","","","0.000006891","0.00001331","","","","","","2026-07-10T07:15:24.227Z","2026-07-10T07:22:18.377Z","","","","",""
"BANKR","6JCxz8zyjSPwoJb8QsK78VR7YStBydn3T8pzGFShpump","","","","","","","","","","","","","","","","","","","","","","","","","2.249e-7","","","","","","2026-07-10T07:15:25.153Z",""
"ket","CpAZFJyBefauScutydWGhuotW6RW1tm4r7q3j5fApump","","","","","","","","","","","","","","","","","","","","","","","","","4.019e-7","","","","","","2026-07-10T07:16:20.219Z",""
"BULLKING","761YwusxNPSxYW3ymNTeMpXbuaNGFT6Eo74rEiAUpump","57","1.616204808","","","","","","","","","","","","","","","","","0.000002549","","","","","","","2026-07-10T07:16:21.176Z","","","","","",""
"FEBLE5","7q8Jo5gPPFLfiKKLVMUQ4gspp7CWfcArW4BAqiXhpump","55","10.909090909","","","","","","","0","0","0","960","","","","","","","0.000002488","0.000002488","","","","","","2026-07-10T07:17:19.193Z","2026-07-10T07:24:18.298Z","","","","",""
"k","EE4THYasgufSNGaT8fbzwCkXFRgMXzDkEgRRLTLnpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000003927","","","","","","","2026-07-10T07:18:19.190Z","","","","","",""
"CAT","43Nobz7vcN3kMpZ1xzRNwkzudb4AWXhUG3wKMXdapump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002472","","","","","","","2026-07-10T07:19:20.139Z","","","","","",""
"CAT","AVzCXeWF45xVy93Qnm4new4gpQB28krJ8jduvbRNpump","55","10.909090909","","","","","","","","","","","","","","","","","0.00000281","","","","","","","2026-07-10T07:20:19.185Z","","","","","",""
"cuck","8HgqkzrCx3YLTi4obaYUcNNmiXxy1teppT1GN7RCpump","61","2","","","","","","","","","","","","","","","","","0.000004859","","","","","","","2026-07-10T07:21:19.185Z","","","","","",""
"k","2EKLWfAQ1DXxg3NWfmjBvu99ZJroGe7Dv4F7ptVrpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002721","","","","","","","2026-07-10T07:22:19.227Z","","","","","",""
"Chance","2JfY431GdTKuyZgGeTqr8fSNMxaeDWoStfXFSnrHpump","","","","","","","","","","","","","","","","","","","","","","","","","4.217e-7","","","","","","2026-07-10T07:23:19.168Z",""
"CAPTOLY","AtMd3wbacshCs9iGFxDeAkUnkpGTJAzz1HkSNUvCpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000004424","","","","","","","2026-07-10T07:24:20.148Z","","","","","",""
"BD","4yFetB4daUP3ZjM2hRSmh2vifniyiYrGvA5igWWdpump","60","1.925925924","","","","","","","","","","","","","","","","","0.000002209","","","","","","","2026-07-10T07:24:21.164Z","","","","","",""
"ASSEMBLY","EdaVtRu5Pw8bYbn3pfUTBLGkaXjhNrEn13uv268Qpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000004058","","","","","","","2026-07-10T07:25:20.190Z","","","","","",""
"RELAX","6Eet2g2kQjcZZoQgme6iAkP6z3ivpszuG9tS7tLCpump","","","","","","","","","","","","","","","","","","","","","","","","","3.544e-7","","","","","","2026-07-10T07:25:21.159Z",""
"PURE","NMdYsrU4qhCNbZEH5vYVjcSdXdcYiPXxE5zaK4Fpump","89","0.200000001","","","","","","","","","","","","","","","","","0.00001591","","","","","","","2026-07-10T07:26:23.286Z","","","","","",""
"k","Gy6VxYFDDu7kTpHdPFJrgQNkWXYg2EbmPWQZ5fSBpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000004338","","","","","","","2026-07-10T07:26:24.206Z","","","","","",""
"ASSEMBLY","A6jNU4PAgfyhn11wU5TFMtZMuuh6bH7H1Vr2zQLBpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000003826","","","","","","","2026-07-10T07:26:25.244Z","","","","","",""
"pooɥ","HL4vwyx6YBtXUUvPMpjnkKjXEc2LEgRibk6kfUn3pump","55","10.909090909","","","","","","","","","","","","","","","","","0.000004282","","","","","","","2026-07-10T07:27:22.180Z","","","","","",""
"pooɥ","BdUrFs9YjnQjTAj1eFQfki7DhzEHvw8uTQzSNLuhpump","","","","","","","","","","","","","","","","","","","","","","","","","0.00000178","","","","","","2026-07-10T07:27:23.177Z",""
"PURE","G8d1ncoPq9HeTTsWVE6HAWR2rsJWUDKSh8nwyK7dpump","81","0.120000001","","","","","","","","","","","","","","","","","0.000001509","","","","","","","2026-07-10T07:29:19.224Z","","","","","",""
"CAT","BL5h4QvP4dCgXPrCxXhv6kAhCSP6i13r27V6EVBopump","","","","","","","","","","","","","","","","","","","","","","","","","3.187e-7","","","","","","2026-07-10T07:30:22.215Z",""
"k","C8sboH5AqyunjM8CL8UUHvm9eTf7dVAgQrwiLqzcpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002873","","","","","","","2026-07-10T07:30:23.203Z","","","","","",""
"0+","Aw1KhDmRTnALg7xxUAGQHRStsoFgoVyyujkjvAQopump","85","9.876543208","","","","","","","","","","","","","","","","","0.000004294","","","","","","","2026-07-10T07:30:24.161Z","","","","","",""
"DoubleT","8ZFgTX7wMtRsozf5LTTiN78sCn3Z4Y8xbDBEen2dpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002289","","","","","","2026-07-10T07:30:25.166Z",""
"CAT","8GJSvT74XHfK2rZqsQkyyoLgF1Hb96raAufEeVyzpump","","","","","","","","","","","","","","","","","","","","","","","","","3.297e-7","","","","","","2026-07-10T07:31:21.200Z",""
"kitler","2wy2A7pBrkbp9dvX8MqEHQAPDX8Pf3SkG1WPxuKipump","61","2","","","","","","","","","","","","","","","","","0.000004376","","","","","","0.000002265","2026-07-10T07:31:22.162Z","","","","","2026-07-10T07:35:18.196Z",""
"CAT","CrLPxfy3moALvPyKBa8fs6mqRna91x9NTTGipJgjpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001951","","","","","","2026-07-10T07:31:23.197Z",""
"CAT","9m4oQAm2fkp8bSqVT4SdsnX1sZ8uuNkxJb4bRhWWpump","","","","","","","","","","","","","","","","","","","","","","","","","2.193e-7","","","","","","2026-07-10T07:32:19.166Z",""
"IQ","8y8K7tR7G2WgYydqCyVfsNpHQ2pJ4B3e8ANXCtf5pump","87","11.85185185","","","","","","","","","","","","","","","","","0.0000241","","","","","","","2026-07-10T07:33:23.202Z","","","","","",""
"RELAX","3dHAVAhQC8LFeXEtNDTuPtSr2aPqanEr3mTsD1kgpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000003398","","","","","","","2026-07-10T07:33:24.151Z","","","","","",""
"TWL","9aB5sot4kVafJvFJ4czWw8tJu7gj9GWVett7P1pApump","83","8.098765431","","","","","","","","","","","","","","","","","0.000003561","","","","","","","2026-07-10T07:33:25.223Z","","","","","",""
"Maxi","Ah5oyNpzAwJ92MihU4gDQJK4kVrWbz9GC72gVgmhpump","66","2.765432097","","","","","","","","","","","","","","","","","0.000002215","","","","","","","2026-07-10T07:33:26.155Z","","","","","",""
"DoubleT","6xpAdFY3hHMk269ZamsF9qmtTQNPWb3ZttcpjTHXpump","","","","","","","","","","","","","","","","","","","","","","","","","2.691e-7","","","","","","2026-07-10T07:34:22.216Z",""
"CAT","DL87spGdraUhbP7853WG8sg7HNob5f91zHyj86Nnpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000002278","","","","","","2026-07-10T07:34:23.170Z",""
"PURE","HdvBMN1tNB8g1AQWmgm3UaojFuPZZiUeku2RLqT7pump","71","0.150000001","","","","","","","","","","","","","","","","","0.000006756","","","","","","","2026-07-10T07:34:24.229Z","","","","","",""
"CAPTOLY","AdZ8HhvVqTFmEKeJpG5CkyU4b8nqYrPzhoavTNaRpump","55","10.909090909","","","","","","","","","","","","","","","","","0.000002908","","","","","","","2026-07-10T07:34:25.254Z","","","","","",""
"PURE","6BExGncLRpzyYqTbSS7sFbG35dU1Xje5GnqfoFo3pump","75","0.100000001","","","","","","","","","","","","","","","","","0.00002648","","","","","","","2026-07-10T07:35:20.171Z","","","","","",""
"ket","AtakaAC2P5pBsgfhD7VwGSXsnuWNp7fsyKHRpo2Wpump","","","","","","","","","","","","","","","","","","","","","","","","","4.715e-7","","","","","","2026-07-10T07:35:21.163Z",""
"k","HVkV4M1q18Ymk31mRmwBZG7cVC6UYLbcu5yzbuwjpump","","","","","","","","","","","","","","","","","","","","","","","","","0.000001771","","","","","","2026-07-10T07:36:22.164Z",""
"PURE","DJGk9FTZzuGEhbg2Djm5o3DWsFxszwv7FYPx7oHdpump","","","","","","","","","","","","","","","","","","","","","","","","","3.124e-7","","","","","","2026-07-10T07:36:23.157Z",""
"CAT","FEeed1bU6L9AzW6jTdZhL26N5KxEVN7doAbqUHE7pump","","","","","","","","","","","","","","","","","","","","","","","","","5.406e-7","","","","","","2026-07-10T07:36:24.281Z",""
"hoodie","5KLhquQAJqm9jpGztK2MEhDXioNFcLTTVex4dPHppump","","","","","","","","","","","","","","","","","","","","","","","","","5.726e-7","","","","","","2026-07-10T07:36:25.214Z",""
"cofebu","GVe29hqPa116Av8ihfkKdh86VLrcNyBYVD9wP478pump","75","4.839506171","","","","","","","","","","","","","","","","","0.000004027","","","","","","","2026-07-10T07:37:21.170Z","","","","","",""
"iShuesped","A4hQqjPkQAv1Sq5wHMiwcLQ1LASB4Ghc92RmXJAjpump","61","2","","","","","","","","","","","","","","","","","0.000002248","","","","","","","2026-07-10T07:37:22.174Z","","","","","",""
